query_id,query,model,score,cost,prompt_tokens,completion_tokens,total_tokens,prediction,ground_truth
2238,Measuring the blood pressure in an arm that is above the level of the heart will:,GPT-5,1.0,0.00266375,155,247,402,D,D
2239,"A student at a private university sued the university in fed-eral court for negligence after he fell from scaffolding in a university-owned theater building. At trial, after briefing from both parties, the court permitted the jury to hear testimony that there had been several previous accidents in the same building. The jury found for the student, and the university appealed. One of the university's arguments on appeal is that the testimony about the previous accidents should have been excluded as irrelevant and highly prejudicial. Which standard of review applies to this argument?",GPT-5,1.0,0.00320375,219,293,512,A,A
2240,"Which of the following statements are true concerning the acf and pacf?

(i) The acf and pacf are often hard to interpret in practice

(ii) The acf and pacf can be difficult to calculate for some data sets

(iii) Information criteria represent an alternative approach to model order determination

(iv) If applied correctly, the acf and pacf will always deliver unique model selections",GPT-5,0.0,0.00581125,257,549,806,B,J
2241,How much angular momentum did Hurricane Florence have when it hit land?,GPT-5,0.0,0.01504125,225,1476,1701,F,B
2242,Calculate the pH of a solution whose hydrogen ion concentration is 2.7 × 10^-6 M.,GPT-5,1.0,0.00357125,145,339,484,B,B
2243,What does it mean if the heritability index for a particular trait ishigh?,GPT-5,1.0,0.00552625,261,520,781,F,F
2244,"Where, in the first quadrant, does the rose r = sin 3θ have a vertical tangent?",GPT-5,1.0,0.03526875,159,3507,3666,F,F
2245,"After learning that a new housing development was about to be built, a developer began looking for property near the housing development on which he could build a shopping center. After an extensive search, he purchased a three-acre undeveloped tract of land for the purpose of developing a small shopping center. At the time the sale was finalized, the developer told his plans to the seller of the three-acre tract, and also mentioned that he was worried whether he had sufficient funds to complete the project. The seller agreed to lend money to the developer to allow for completion of the project. The seller then wrote out the following contract:""In order to help the developer with his plans for development of a shopping center on the three- acre tract he has this day purchased from me, I will lend him $50,000 at 10 percent interest provided he signs a contract with a builder for construction of the shopping center on this tract. Repayment to me at the rate of $5,000 per year to be secured by a mortgage on the three-acre tract. ""Both parties then signed the contract. The seller's promise to lend $50,000 to the developer is",GPT-5,0.0,0.02711375,491,2650,3141,H,E
2246,"Brine containing 20% salt by mass flows into a well- stirred tankat a rate of 20 kg/min. The tank ini-tially contains 1000 kg of brine containing 10% salt by mass, and the resultingsolution leaves the tank at a rate of 10 kg/min. Findan expression for the amount of salt in terms of time \texttheta.",GPT-5,1.0,0.0116475,398,1115,1513,J,J
2247,"Firestone's Clothing Store had an August 1 inventory of $2,300. During August, new merchandise purchases totaled $1,125,and sales were $3,485. If the margin on sales was 18%, estimate the final inventory on August 31.",GPT-5,1.0,0.0061625,186,593,779,B,B
2248,A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,GPT-5,1.0,0.00351375,163,331,494,B,B
2249,(a )A transmission line consists of two No. 0 copper wires and is 5 miles long. How much power is wasted in the line when 75 amperes are flowing? (b) How many calories of heat per hour are developed in an electric heater which takes 7.5 amperes at 110 volts pressure?,GPT-5,1.0,0.02159375,267,2126,2393,A,A
2250,"A chemist dissolves BaSO_4 , in pure water at 25° C. If its K_sp= 1 × 10-^10 , what is the solubility of the barium sulfate in the water?",GPT-5,1.0,0.0030225,218,275,493,A,A
2251,Which of the following is the proper comparison rate for studying the effectiveness of a new psychotherapy,GPT-5,0.0,0.00601,184,578,762,D,I
2252,"Array A contains 256 elements of 4 bytes each. Its first element is stored at physical address 4,096.
Array B contains 512 elements of 4 bytes each. Its first element is stored at physical address 8,192.
Assume that only arrays A and B can be cached in an initially empty, physically addressed, physically tagged, direct-mapped, 2K-byte cache with an 8-byte block size. The following loop is then executed.
for (i = 0; i < 256; i++)
        A[i] = A[i] + B[2*i];
During the execution of the loop, how many bytes will be written to memory if the cache has a write-through policy?",GPT-5,1.0,0.0120225,258,1170,1428,A,A
2253,"A wine has an acetic acid (CH_3 COOH, 60 g/formula weight) content of 0.66% by weight. If the density of the wine is 1.11 g/ml, what is the formality of the acid?",GPT-5,0.0,0.025735,236,2544,2780,B,G
2254,"A 15-hp, 220-volt, 1800-r/min shunt motor has an efficiency of87 per cent at full load. The resistance of the field is 440 ohms.Calculate the (a) Full-load armature current. (b) Torque of the machine.",GPT-5,1.0,0.01052875,239,1023,1262,F,F
2255,"An ultrasonic transducer used for medical diagnosis oscillates at 6.7 Mhz.How long does each oscillation take, and what is the angular frequency? (Unit: 10^7 rad/s)",GPT-5,1.0,0.007905,164,770,934,C,C
2256,Under what conditions will a pure sample of an ideal gas not only exhibit a pressure of 1 atm but also a concentration of 1 mole liter^-1 ?,GPT-5,1.0,0.0050375,158,484,642,B,B
2257,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replacing bytes sent by a client with bytes of the attacker’s own choosing.
2. An attacker reading the plaintext bytes sent by a client.",GPT-5,1.0,0.0081925,242,789,1031,I,I
2258,Calculate ∆H for the reaction at 25°C. CO(g) + (1/2)O_2 (g) \rightarrow CO_2 (g)∆E = - 67.4Kcal.,GPT-5,1.0,0.005495,188,526,714,C,C
2259,Which is correct about the calcium atom?,GPT-5,1.0,0.009245,204,899,1103,H,H
2260,Select the best translation into predicate logic: Some students work hard.,GPT-5,1.0,0.0054375,190,520,710,D,D
2261,"If six messages having probabilities (1 / 4), (1 / 4), (1 / 8), (1 / 8), (1 / 8) and (1 / 8) can be accommodated in a single communication system, determine the entropy.",GPT-5,1.0,0.00367625,197,343,540,I,I
2262,"Mr. Torres owns 350 shares of Krescostock paying a quarterly dividend of $1.20 per share, with an extra year-end dividend of $.30 per share. What was his total income from the stock for the year?",GPT-5,1.0,0.0030625,170,285,455,H,H
2263,Which of the following is NOT a good predictor of which states will get nuclear weapons?,GPT-5,0.0,0.0181675,126,1801,1927,B,C
2264,Carlos could consistently differentiate the note middle C on the violin from middle C on the piano because of the difference in,GPT-5,1.0,0.00375625,117,361,478,B,B
2265,The perceived volume of a tone is mainly determined by its,GPT-5,1.0,0.0023625,106,223,329,G,G
2266,Select the best translation into predicate logic. Kevin is introduced to José by Wilma. (j: José; k: Kevin; w: Wilma; Ixyz: x introduces y to z),GPT-5,1.0,0.00341625,149,323,472,I,I
2267,"Identify the antecedent of the following conditional proposition: When the university raises tuition, then either the governor approves of it or the board of trustees doesn't prevent it.",GPT-5,1.0,0.00227125,177,205,382,B,B
2268,"Explain what is meant by an animal's ecological niche, and definecompetitive exclusion.",GPT-5,1.0,0.00393625,333,352,685,F,F
2269,Human senses can be divided into which two major categories based on what the senses gather from the outside world?,GPT-5,1.0,0.0046425,138,447,585,E,E
2270,"The Argo Scholarship Fund consists of twenty scholarships of $1,000 each. If this fund is to last for twenty years and the annual rate of interest is 5%, what is the amount needed to establish the fund?",GPT-5,1.0,0.00780875,167,760,927,A,A
2271,Discuss the relationship between arousal and motivation.,GPT-5,1.0,0.004225,164,402,566,B,B
2272,Mr. Jackson has borrowed $150 from his bank. The loan must be paid in 90 days and has an interest rate of 6%. Find the amount due at the end of the 90 days.,GPT-5,1.0,0.0023375,158,214,372,F,F
2273,The complete resynthesis of phosphocreatine after very high intensity exercise normally takes:,GPT-5,0.0,0.00724375,139,707,846,I,E
2274,The first ionization energy for a neutral atom of chlorine is 1.25 MJ/mol and the first ionization energy for a neutral atom of argon is 1.52 MJ/mol. How would the first ionization energy value for a neutral atom of potassum compare to those values?,GPT-5,1.0,0.0045825,378,411,789,H,H
2275,Hare claims that all moral arguments are:,GPT-5,1.0,0.00639875,103,627,730,C,C
2276,Which of the following factors has little or no impact on mortality rates in the developing countries?,GPT-5,0.0,0.0157025,130,1554,1684,A,F
2277,"Friedman Brothers accepted a 60-day sight draft on April 10, for $562.50. It was discounted on April 15 at 6%, find the proceeds.",GPT-5,1.0,0.01451875,159,1432,1591,B,B
2278,Describe the sequence of succession leading to a climax communityfrom a bare rock surface.,GPT-5,1.0,0.00332875,343,290,633,C,C
2279,"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khan…In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of China…
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousand…In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]…""
Ibn Battuta, Voyages, 1332–1346 C.E.
Which of the following changes to Chinese policies regarding trade occurred under the Ming Dynasty of China?",GPT-5,1.0,0.0096375,518,899,1417,B,B
2280,"An attorney received a document at his office with an attached note from a client for whom he had just finished drafting a will. The note read as follows: ""Do you think this contract of sale for my boat complies with state law? I would have talked to you in person about this, but I'm on my way out of town. I will be back next week."" The attorney reviewed the document and wrote a one-page letter to the client stating that the document complied with state law. The lawyer included a bill for $500, which was a lawyer included a bill for $500, which was a reasonable fee. The client refused to pay the attorney anything, arguing that she had never agreed to retain the attorney and that she had received nothing of value from the attorney because the sales transaction was never concluded. Assume that there is no applicable statute or rule governing the formation of attorney-client relationships in the jurisdiction. If the attorney sues the client for the $500, will the attorney be likely to prevail?",GPT-5,0.0,0.01268625,421,1216,1637,F,G
2281,Turning up the volume on a music player changes which aspect of sound?,GPT-5,1.0,0.00245125,137,228,365,B,B
2282,"For T: Z x Z -> Z where T(1, 0) = 3 and T(0, 1) = -5, find T(-3,2).",GPT-5,1.0,0.002895,140,272,412,I,I
2283,Why are there no impact craters on the surface of Io?,GPT-5,1.0,0.003285,236,299,535,E,E
2284,A doctor suspects that her patient's language processing area is in the right hemisphere. This would most likely be corroborated by the use of,GPT-5,1.0,0.004155,124,400,524,H,H
2285,"In June a computer retailer ordered 100 computers, with various configurations, from a manufacturer, to be delivered by August 1. The order form expressly limited acceptance to the terms of the offer. In July the manufacturer sent a confirmation agreeing to the terms and specifications, but stating that ""shipment will be made in two deliveries, half by August 10 and the other half by August 20."" When shipment was not made by August 1, the retailer withdrew the order. Will the manufacturer prevail in enforcing a contract?",GPT-5,0.0,0.01167875,327,1127,1454,D,H
2286,What is the value of p in 24 = 2p?,GPT-5,1.0,0.00123,136,106,242,H,H
2287,"A coat has a list price of $325.00. During November, it did not sell, and the merchant marked it down 20 percent. Then in December, she marked it down an additional 10 percent. What would a Christmas shopper in December pay for the coat in dollars?",GPT-5,1.0,0.002655,180,243,423,G,G
2288,Which of the following is the most special characteristic of the adaptive immune system?,GPT-5,1.0,0.0046175,142,444,586,E,E
2289,"While a person is walking, his arms swing through approximately a 45° angle in 0.5s.As a reasonable approximation, we can assume that the arm moves with constant speed during each swing. A typical arm is 70.0 cm long, measured from the shoulder joint. What is the acceleration (in metre per second squared) of a 1.0 g drop of blood in the fingertips at the bottom of the swing?",GPT-5,1.0,0.01551375,211,1525,1736,F,F
2290,Dr. Marcos Manzetti uses a “sliding scale” that is based on a client’s current income to set his fees for therapy. Dr. Manzetti’s practice is:,GPT-5,0.0,0.0070325,210,677,887,B,D
2291,−4 +  ( −3 )=,GPT-5,1.0,0.00184875,111,171,282,D,D
2292,Use the uncertainty principle to estimate the kinetic energy of a neutron in a nucleus of radius R = 2 × 10^-13 cm.,GPT-5,1.0,0.0184775,206,1822,2028,C,C
2293,"Find the pH of 0.15 M H_2SO_4, solution, assuming K_2 =1.26 × 10^-2.",GPT-5,1.0,0.01139375,155,1120,1275,B,B
2294,"A bookstore can obtain from a publisher 200 anthropology textbooks for $3 each. The store believes it can sell these books at $15 each, but will be able to sell 10 more for every 50 cent reduction in the price. What is the price that maximizes its profit per book?",GPT-5,0.0,0.0280025,162,2780,2942,E,G
2295,"A camper stranded in snowy weather loses heat by wind convection. The camper is packing emergency rations consisting of $58 \%$ sucrose, $31 \%$ fat, and $11 \%$ protein by weight. Using the data provided in Problem P4.32 and assuming the fat content of the rations can be treated with palmitic acid data and the protein content similarly by the protein data in Problem P4.32, how much emergency rations must the camper consume in order to compensate for a reduction in body temperature of $3.5 \mathrm{~K}$ ? Assume the heat capacity of the body equals that of water. Assume the camper weighs $67 \mathrm{~kg}$.",GPT-5,0.0,0.02127875,279,2093,2372,C,H
2296,"A low loss transmission line, operating at a frequency of 400MHz, with air as dielectric media, is used for radio transmission. Assuming negligible attenuation and 50\Omega characteristic impedance, calculate: (a) Reflection coefficient \Gamma (b) VSWR and (c) Wavelength of the transmitted signal.",GPT-5,1.0,0.00807625,437,753,1190,B,B
2297,The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,GPT-5,1.0,0.00471125,217,444,661,H,H
2298,What does situational theory of leadership emphasise?,GPT-5,1.0,0.00689625,109,676,785,H,H
2299,"A man with a long history of criminal violence who is a psychopathic personality, often enjoys the act of mercilessly brutalizing innocent elderly people by physical torture that is heinous and shocking. He decides to torture the victim's father for no good reason. After the beating, the father is hospitalized and in intensive care. The victim was not present but read about it in the newspaper and heard about it from the authorities. Victim suffered extreme emotional distress and required medical treatment. Can victim bring a successful action against perpetrator for intentional infliction of emotional distress? (IIED)",GPT-5,1.0,0.00558125,329,517,846,C,C
2300,"Find the arc length of y = (1/4)x^4 over the interval [1,2] using the Trapezoidal Rule T_5.",GPT-5,1.0,0.02987375,155,2968,3123,H,H
2301,"Relative to a competitive input market, a monopsony",GPT-5,1.0,0.002675,148,249,397,G,G
2302,"Draw one card at random from a standard deck of cards. The sample space $S$ is the collection of the 52 cards. Assume that the probability set function assigns $1 / 52$ to each of the 52 outcomes. Let
$$
\begin{aligned}
A & =\{x: x \text { is a jack, queen, or king }\}, \\
B & =\{x: x \text { is a } 9,10, \text { or jack and } x \text { is red }\}, \\
C & =\{x: x \text { is a club }\}, \\
D & =\{x: x \text { is a diamond, a heart, or a spade }\} .
\end{aligned}
$$
Find $P(A)$",GPT-5,1.0,0.001655,324,125,449,B,B
2303,"List and describe some environmental factors, excluding teratogens, that affect prenatal development.",GPT-5,1.0,0.0079675,174,775,949,F,F
2304,Use differentials to estimate the amount of tin in a closed tin can with diameter $8 \mathrm{~cm}$ and height $12 \mathrm{~cm}$ if the tin is $0.04 \mathrm{~cm}$ thick.,GPT-5,1.0,0.00812875,223,785,1008,I,I
2305,"Compute $\int_{|z| = 2} (5z - 2) / (z * (z - 1)) dz$. The answer is Ai with i denoting the imaginary unit, what is A?",GPT-5,1.0,0.00597,168,576,744,C,C
2306,"A woman was employed as a state trooper. Although the state provides both sexes with equal pay and benefits, the state has adopted a policy that prohibits the assignment of female officers to its special undercover narcotics division. This is a moderate risk position that sometimes involves violent encounters with drug dealers. Since the special narcotics division was first established, five undercover agents have been killed in the line of duty. It is because of the state's concern with the safety and well-being of its female officers that it has adopted such a policy. The woman, who desired to be a member of the narcotics division, filed an application for assignment as a special drug agent. After she was rejected for the position, the woman sued the state in federal court to enjoin enforcement of its stated policy on the grounds that it is unconstitutional. As a matter of constitutional law, which of the following results in this suit is most appropriate?",GPT-5,1.0,0.0088625,498,824,1322,E,E
2307,"A defendant was indicted and arrested for bank robbery. The defendant had an initial appearance before a magistrate judge in which he was notified of the charges and told that counsel would be appointed for him the next day. The police then required the defendant to participate with other prisoners in a lineup in which each person had to wear a white T-shirt and say, ""Put your hands in the air."" At the lineup, witnesses to the bank robbery identified the defendant as the bank robber. The next day, the defendant was arraigned on the charges. The defendant argues that his Sixth Amendment right to counsel was violated when he was denied counsel at two critical stages of the proceeding: his initial appearance in court before the magistrate initial appearance in court before the magistrate judge and the lineup identification. Was the defendant's Sixth Amendment right to counsel violated?",GPT-5,1.0,0.0138125,370,1335,1705,J,J
2308,Astronaut John Glenn served as a pilot in what branch of the military?,GPT-5,1.0,0.00235125,121,220,341,C,C
2309,What is meant by psychosomatic disorders and what are the generalmeans used for treating them?,GPT-5,1.0,0.0028525,250,254,504,G,G
2310,"Doug Dogman had a domesticated golden retriever named Rover. Rover was a good, friendly dog who loved to run and chase cars but had never hurt anyone. One dark evening before the street lights turned on, Rover was chasing cars in the street, and Ginny Grandmother, aged 85, swerved to avoid hitting the dog. As she swerved, Ginny hit a parked car and suffered a head injury. If Ginny brings suit against Doug Dogman under a strict liability theory, the court will likely find for",GPT-5,0.0,0.017285,324,1688,2012,H,G
2311,Sampling error refers to the,GPT-5,1.0,0.00343,184,320,504,H,H
2312,The nineteenth-century photographic process used to create a daguerreotype was notable for its,GPT-5,1.0,0.0054,144,522,666,C,C
2313,Select the best translation into predicate logic:: Some blue herons migrate.,GPT-5,1.0,0.0043175,230,403,633,D,D
2314,"In a sinusoidal sound wave of moderate loudness, the maximum pressure variations are about $3.0 \times 10 ^ {-2}$ Pa above and below atmospheric pressure. Find the corresponding maximum displacement if the frequency is 1000 Hz. In air at normal atmospheric pressure and density, the speed of sound is 344 m/s and the bulk modulus is $1.42 \times 10^5$ Pa. (Unit: $10 ^ {-8}$)",GPT-5,1.0,0.0168225,218,1655,1873,J,J
2315,The muscles of the soft palate are innervated by branches of the,GPT-5,1.0,0.0067825,170,657,827,J,J
2316,Monopoly deadweight loss is the result of,GPT-5,0.0,0.0066925,154,650,804,A,J
2317,"A slide projector designed for 35-mm slides projects a picture on a screen 40 in by 60 in, 10 ft away. What is the focal length of the lens?",GPT-5,0.0,0.01266125,169,1245,1414,I,D
2318,"A taxpayer purchases and is the owner of an insurance contract on his own life and designates his two children as equal beneficiaries. The taxpayer makes all premium payments. How many gifts of property, if any, have been made for gift tax purposes?",GPT-5,1.0,0.00791875,159,772,931,C,C
2319,"Find the system function H(j\omega) = [{V_i (j\omega)} / {I_i (j\omega)}], and impulse response of a one-port network if the input voltage, v_i(t) = 100cos\omega_ot V, produces the input current, I_i (j\omega) = 100\pi [\delta (\omega +\omega_o) + \delta(\omega -\omega_o)] [(1 - j) / 2\omega].",GPT-5,1.0,0.098265,356,9782,10138,E,E
2320,A voltage will be induced in a wire loop when the magnetic field within that loop,GPT-5,1.0,0.00188875,143,171,314,D,D
2321,"Eleven pencils cost as much as three pens. If seven pens cost $\$ 9.24$, what is the cost, in cents, of one pencil?",GPT-5,1.0,0.00213875,135,197,332,J,J
2322,"An experienced equestrian rider sued a woman, claiming that her horse kicked and injured the rider. At trial, the rider testified that he was attending a horse show when, without provocation, he was kicked by a gray stallion with a black tail. The rider then called the woman as an adverse witness and asked her the following question: ""Isn't it true that you are the owner and trainer of a gray stallion with a black tail?"" After answering affirmatively, the woman was not asked any further questions on direct examination. Whereupon in cross- examination, the woman was then asked, ""Isn't it true that your horse is very gentle and would not kick anyone unless provoked?""Upon objection by the rider's attorney, the rider's strongest argument would be that the woman's proffered testimony is",GPT-5,1.0,0.00705875,351,662,1013,E,E
2323,"Calculate the change in specific entropy of 1lbmof air when itis compressed from 14psia, 60°F to 84psiaand 460°F.",GPT-5,1.0,0.020115,212,1985,2197,H,H
2324,"Two conductors of the same length and material but of different cross-sectional area are connected (a) in series, and (b) in parallel. When a potential differ-ence is applied across the combinations, in which conductor will the heating be greater in each case?",GPT-5,1.0,0.00385125,321,345,666,J,J
2325,"A chemist performs a neutralization reaction. She finds that 1 g of C_6H_10C_4, an acid, requires 0.768 g of KOH for completeneutralization. Determine the number of neutralizableprotons in this molecule.",GPT-5,1.0,0.009125,148,894,1042,C,C
2326,(i + 1)(5 – 5i)(5 + 5i) =,GPT-5,1.0,0.00343125,161,323,484,C,C
2327,"A psychologist believes that positive rewards for proper behavior are more effective than punishment for bad behavior in promoting good behavior in children. A scale of ""proper behavior"" is developed. μ1= the ""proper behavior"" rating for children receiving positive rewards, and μ2= the ""proper behavior"" rating for children receiving punishment. If H0: μ1− μ2= 0, which of the following is the proper statement of HA?",GPT-5,1.0,0.0029375,270,260,530,I,I
2328,Which of the following statements most accurately explains why the 1H spectrum of 12CHCl3 is a singlet?,GPT-5,1.0,0.010925,204,1067,1271,A,A
2329,"Given the schedule of productivity below for theFalbo Factory Number of men hired Total Physical Product (in tons per day) 1 15 2 25 3 33 4 38 5 42 and the information that wages are $50/day and output sells for $10 a ton, find how many men Mr.Falbowill hire in or-der to maximize profits.",GPT-5,1.0,0.00506,176,484,660,D,D
2330,What is the minimum time a stretch should be held for?,GPT-5,1.0,0.00274625,141,257,398,E,E
2331,What is the remainder when $2^{87} +3$ is divided by $7$?,GPT-5,1.0,0.0054725,122,532,654,I,I
2332,"One of the reasons Adam Smith supported the Free Market was because he believed that what is good for the individual is good for the country. So, since everyone would like to choose what they want to buy, it must be good for the country to give everyone free choice. Identify the error in Smith's logic and give a counter example.",GPT-5,1.0,0.0040675,198,382,580,H,H
2333,"A random sample of 25 men and a separate random sample of 25 women are selected to answer questions about attitudes toward abortion. The answers were categorized as ""pro-life"" or ""pro-choice."" Which of the following is the proper null hypothesis for this situation?",GPT-5,1.0,0.00426875,287,391,678,A,A
2334,"A shopper slipped and fell on a wet spot at the local mall, suffering injuries. The shopper has sued the mall owner for negligence. At trial, the shopper's housekeeper testified that the shopper was bedridden and unable to work for a month because of the sprained back she suffered when she fell at the mall. The housekeeper also testified that about one week after the shopper returned home from the hospital, the shopper told her, ""My back is really killing me. The pain is excruciating. It'll be a miracle if I can ever stand up again. "" The mall's counsel then moved to strike the housekeeper's testimony. The motion should be",GPT-5,1.0,0.01892625,389,1844,2233,F,F
2335,The majority of Kurds are found in which country?,GPT-5,1.0,0.0025,104,237,341,H,H
2336,Statement 1 | If a finite group has order n then the group contains a subgroup of order d for every positive divisor d of n. Statement 2 | If a belongs to a finite group then |a| divides |G|.,GPT-5,1.0,0.00509625,229,481,710,H,H
2337,How is an ARRAY declared inPL/I? Explain using examples.,GPT-5,1.0,0.0143175,334,1390,1724,J,J
2338,"This question refers to the following information.
While some theorists in the Middle Ages argued that the jihad was a defensive war… most authorities held that the obligation of jihad did not lapse until all the world was brought under the sway of Islam. The Bahr [al-Fava'id, or ""Sea of Precious Virtues,"" written in the 1150s or 1160s] insists that the first duty of a Muslim ruler is to prosecute the jihad and bring about the victory of Islam, and if he does not do so and he makes peace with the infidel, that ruler would be better dead than alive, for he would be corrupting the world.
Robert Irwin, ""Islam and the Crusades,"" 1995
It is strange how the Christians round Mount Lebanon, when they see any Muslim hermits, bring them food and treat them kindly, saying that these men are dedicated to the Great and Glorious God and that they should therefore share with them. Likewise, not one Christian merchant was stopped or hindered in Muslim territories.
Ibn Jubayr, Muslim scholar, traveling to Mecca and Jerusalem, ca. 1185
The first passage tends to support which of the following traditional historical assumptions?",GPT-5,1.0,0.00322,496,260,756,G,G
2339,"A security has a maturity value of $ 100,000; its coupon rate is 4% and its yield is required to be 8%. What would a buyer pay for this security if the security is due 5 years from now?",GPT-5,1.0,0.00500125,177,478,655,C,C
2340,"Consider a population of garden peas in which the genes F for full pods and f for constricted pods are segregating. Assuming that gene frequencies for this population are found to be: p (frequency of F) = 0.7 and q (frequency of f) = 0.3, and that the population is in genetic equilibrium, what proportion of the progeny produced frommatingsof full-podded× full-poddedwill be constricted-podded?",GPT-5,1.0,0.008605,220,833,1053,G,G
2341,"Let (x_n) be a sequence defined by x_1 = 2 and x_{n+1} = 1 + 1/(1 + x_n). If (x_n) converges, what must its limit be in decimals?",GPT-5,1.0,0.00569625,173,548,721,B,B
2342,"During a deer-hunting season open to rifle hunters, a hunter saw a deer in the forest. He shot his rifle at the deer, hoping to hit and kill it. Instead, he hit and injured a hiker. The hunter had not realized that the hiker was there. Does the injured hiker have an actionable battery claim against the hunter?",GPT-5,1.0,0.006795,276,645,921,B,B
2343,Solid silver has a heat capacity given by the following equation: C_p(cal mole^-1deg^-1) = - 0.023T + 2.5(10^-3)T^2 -1.9(10^-5)T^3 This expression is valid for 273 \leq T \leq 333°C. Calculate the changein entropy when one mole of solid silver is heated from273°C to 333°C.,GPT-5,0.0,0.0571475,246,5684,5930,F,B
2344,"A plaintiff sued a defendant in federal court for injuries arising out of an accident involving the parties. The plaintiff alleged and presented evidence at trial demonstrating that her injuries had left her legs permanently paralyzed. The jury found in favor of the plaintiff and awarded her $5 million in damages. Two months after the court entered judgment, the defendant was given a videotape made that day showing the plaintiff jogging with her doctor. What is the best way for the defendant to seek relief from the judgment?",GPT-5,0.0,0.01292625,389,1244,1633,E,G
2345,Wellman argues that insisting on unlimited property rights commits one to,GPT-5,1.0,0.01281875,119,1267,1386,A,A
2346,A force of $30 \mathrm{~N}$ is required to maintain a spring stretched from its natural length of $12 \mathrm{~cm}$ to a length of $15 \mathrm{~cm}$. How much work is done in stretching the spring from $12 \mathrm{~cm}$ to $20 \mathrm{~cm}$ ?,GPT-5,1.0,0.0043975,246,409,655,D,D
2347,"A state has had a tremendous influx of retired people in recent years. There has been considerable concern among state health officials who foresee that many of the senior citizens will become victims of price gouging on certain medical supplies and services. In an attempt to curb such fraudulent sales practices, the state legislature has enacted a law prohibiting the sale of hearing aids by non-physicians. The measure provides, however, that all non-physician sellers who are presently engaged in the business of selling hearing aids will not be affected. Assume that after the statute goes into effect, a non-physician moves to the state and wants to open a business selling hearing aids. After being advised that the state law prohibits him from doing so, he brings suit challenging the constitutionality of the statute. The most likely result is that the state law will be declared",GPT-5,1.0,0.01441875,455,1385,1840,D,D
2348,Which of the following is true about the pure public good?,GPT-5,0.0,0.0067875,222,651,873,A,G
2349,What is social power? Discuss three types of social power.,GPT-5,1.0,0.0034775,326,307,633,D,D
2350,"In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a",GPT-5,1.0,0.002075,124,192,316,I,I
2351,"In a criminal prosecution the government must prove that the defendant affixed a rubber-stamp containing his signature to certain fraudulent letters mailed to the victim. The defendant denied that he stamped the letters. There were no witnesses to the defendant stamping the letters. The prosecution attempted to present a co-worker to testify that defendant maintained sole control of the stamp and used it once daily at 3 p.m. to sign all outgoing letters, and then immediately returned it to his safe. The co-worker would testify that he saw the defendant using the stamp in that habitual manner over a period of many years. The defense objected because this did not prove that the defendant's practice was followed on the dates in question. Under the Federal Rules of Evidence, what will the court rule?",GPT-5,1.0,0.00799125,457,742,1199,I,I
2352,A horizontal force of 5 N is required to maintain a velocity of 2 m/sec for a box of mass 10 kg sliding over a certain rough surface. How much work is done by the force in 1 min?,GPT-5,1.0,0.0027975,158,260,418,C,C
2353,"The dirt floor of theShanidarCave in the northern part of Iraq has been examined. Below the layer of soil that contained arrowheads and bone awls was a layer of soil that yielded flint tools and pieces of charcoal. When the charcoal was examined it was discovered that in 1 kg of carbon, approximately 9.4 × 10^2 carbon\Elzbar14 nuclei decayed each second. It is known that in 1 kg of carbon from living material, 1.5 × 10^4 disintegrations of carbon\Elzbar14 occur each second. Use these data to calculate when people of the stone age culture occupied the cave.",GPT-5,1.0,0.00756,320,716,1036,F,F
2354,"During a study of renal glomeruli, a healthy animal kidney is kept in a vascular bath preparation at a constant afferent arterial pressure of 100 mm Hg. If the efferent arteriole is constricted with a vascular clamp, which of the following Starling forces is most likely to change in the glomeruli?",GPT-5,1.0,0.00789875,191,766,957,B,B
2355,Describe the four major types of conduct disorders and the main characteristics of each.,GPT-5,0.0,0.01184875,239,1155,1394,B,J
2356,"According to Mill, to determine whether one pleasure is more valuable than another, we must _____.",GPT-5,1.0,0.00256375,155,237,392,A,A
